transgenic_line,neurotransmitter,reporter_status,dendrite_type,layer,threshold_v,peak_v,trough_v,upstroke,upstroke_v,downstroke,downstroke_v,fast_trough_v,width,upstroke_downstroke_ratio,file_name
Pvalb+,GABAergic,positive,aspiny,L5,-48.750003814697266,16.15625,-75.28125762939453,434.57603995039005,-12.187500953674316,-363.2954558554356,-10.718750953674316,-62.5,0.00025500000000011624,1.1962055482557943,484818613_77
Glutamatergic,Glutamatergic,positive,spiny,L4,-49.812503814697266,41.25,-79.50000762939453,544.3808776229087,-6.71875,-134.51627955470312,5.437500476837158,-49.53125,0.0005899999999998684,4.046951636077088,485836906_53
Pvalb+,GABAergic,positive,aspiny,L2/L3,-42.75,21.625001907348633,-73.375,474.6527977926492,-8.71875,-358.37286709350155,-7.593750476837158,-60.968753814697266,0.0002649999999999597,1.3244663348601375,484635029_77
Glutamatergic,Glutamatergic,positive,spiny,L5,-45.375,40.093753814697266,-68.21875,466.197212272395,-3.437500238418579,-111.82293273655785,-12.78125,-53.562503814697266,0.0007199999999998319,4.1690662269670815,515059388_53
Glutamatergic,Glutamatergic,positive,spiny,L4,-45.750003814697266,40.718753814697266,-84.40625762939453,369.1547136408459,-2.750000238418579,-95.15488542832168,19.625,-49.500003814697266,0.0008600000000000829,3.879514036291105,521625948_74
Pvalb+,GABAergic,positive,aspiny,L5,-38.75,14.0,-70.84375762939453,371.51782070102877,-17.15625,-249.4044137657506,-6.593750476837158,-55.218753814697266,0.000320000000000098,1.4896200716398362,569955315_75
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-44.25,32.0,-73.25,441.9875319416689,-9.6875,-153.40786649065564,-10.218750953674316,-50.78125,0.0005500000000000504,2.8811269073257804,370694659_46
Vip+,GABAergic,positive,aspiny,L4,-46.03125,24.781251907348633,-69.875,470.1783544965594,-15.562500953674316,-272.9886540468687,-0.40625,-57.312503814697266,0.00034000000000000696,1.7223366155570543,515315072_50
Vip+,GABAergic,positive,aspiny,L6b,-47.906253814697266,34.500003814697266,-72.71875762939453,514.6725580859699,-5.906250476837158,-334.8694339724356,4.0,-67.9375,0.000360000000000138,1.5369350136875572,531339798_50
Htr3a+|Vip-,GABAergic,positive,aspiny,L6a,-44.218753814697266,38.312503814697266,-68.75,470.90812927934246,-3.84375,-153.71851735955886,20.125001907348633,-52.843753814697266,0.0005599999999998939,3.0634443876260784,584931329_46
Vip+,GABAergic,positive,aspiny,L2/L3,-41.656253814697266,44.25,-75.50000762939453,474.24519541456954,-2.406250238418579,-164.63493785752098,23.25,-54.0,0.0005800000000000249,2.880586597147397,562524605_49
Pvalb+,GABAergic,positive,aspiny,L5,-45.21875,22.5625,-74.78125762939453,414.9180258189213,-10.09375,-250.37871987250927,-9.0625,-63.468753814697266,0.00038000000000004697,1.6571617030001355,321023397_52
Vip+,GABAergic,positive,aspiny,L2/L3,-39.3125,26.125,-75.21875,270.8422929725998,-11.656250953674316,-91.09308599119821,-6.093750476837158,-57.125003814697266,0.0008600000000000829,2.9732475305400206,563796940_50
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-44.03125,19.625,-75.25000762939453,406.7984253168694,-12.437500953674316,-143.66658631892363,-10.46875,-64.03125,0.0005100000000000104,2.8315451472746958,482521571_46
Vip+,GABAergic,positive,aspiny,L6b,-46.59375,42.84375,-71.8125,484.33489558283685,1.0625,-173.9186272984092,20.90625,-57.4375,0.0005399999999999849,2.784836236959346,575937040_51
Htr3a+|Vip-,GABAergic,positive,aspiny,L6b,-39.3125,16.375001907348633,-62.343753814697266,223.88907288465776,-9.46875,-152.09936344485374,-6.406250476837158,-57.125003814697266,0.0005599999999998939,1.4719921754691145,565108355_61
Sst+,GABAergic,positive,aspiny,L6a,-39.0,24.25,-65.03125,294.933938552344,-6.71875,-144.28987484415487,-10.84375,-59.062503814697266,0.0006199999999998429,2.0440376628706436,573636382_52
Sst+,GABAergic,positive,aspiny,L2/L3,-42.4375,33.8125,-73.78125,499.82557818130584,-2.90625,-313.679903591706,3.406250238418579,-68.03125,0.000360000000000138,1.593425566822068,488677994_47
Glutamatergic,Glutamatergic,positive,spiny,L6b,-46.281253814697266,47.406253814697266,-76.18750762939453,455.6795251718124,-7.031250476837158,-99.10151629158987,31.25,-50.593753814697266,0.0008399999999999519,4.598108507553512,501956013_69
Glutamatergic,Glutamatergic,positive,spiny,L6b,-47.875003814697266,43.750003814697266,-78.28125,371.2043308586348,-4.062500476837158,-140.82685038238876,17.15625,-54.3125,0.0007249999999998646,2.6358917340741446,485287944_56
Sst+,GABAergic,positive,aspiny,L2/L3,-42.59375,27.65625,-73.21875,431.9169067603867,-6.5,-249.98094866911498,-6.375000476837158,-59.09375,0.00038000000000004697,1.7277992945458,324493977_48
Glutamatergic,Glutamatergic,positive,spiny,L4,-43.03125,41.71875,-59.40625,361.5041072096066,1.0,-61.83117028976065,14.0,-52.15625,0.0011799999999999589,5.8466321357898074,313862022_64
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-38.468753814697266,20.1875,-76.34375,300.9850177867164,-10.09375,-140.54868686282848,-10.375000953674316,-64.21875,0.0006099999999999994,2.1415000346496957,474652473_70
Glutamatergic,Glutamatergic,positive,spiny,L5,-38.59375,31.437501907348633,-71.34375,287.1523377013333,-10.625,-85.38240315204202,4.4375,-46.1875,0.0008600000000000829,3.3631325320042333,573702137_64
Glutamatergic,Glutamatergic,positive,spiny,L4,-46.78125,44.3125,-77.09375,490.763681188242,-4.281250476837158,-115.16321188496563,20.90625,-51.03125,0.0007049999999999557,4.261462260000673,320668841_50
Vip+,GABAergic,positive,aspiny,L2/L3,-50.375003814697266,32.375,-75.84375,559.5578248178639,-17.812501907348633,-166.56527768962874,3.687500238418579,-48.781253814697266,0.00045999999999990493,3.359390579953417,524675712_50
Glutamatergic,Glutamatergic,positive,spiny,L6b,-50.843753814697266,32.0,-78.0,347.0891791312877,-6.843750476837158,-86.03332277670613,8.0,-56.0,0.0008599999999998609,4.034357478347489,530335449_54
Sst+,GABAergic,positive,aspiny,L4,-40.937503814697266,31.281251907348633,-72.75,418.6558095728867,-6.03125,-262.8414301216199,2.031250238418579,-62.0625,0.0004199999999998649,1.592807531823159,565415071_56
Glutamatergic,Glutamatergic,positive,spiny,L5,-49.343753814697266,43.093753814697266,-78.90625,465.9433733824865,-11.40625,-97.3040931296694,25.875001907348633,-54.500003814697266,0.0008199999999998209,4.788527988864364,502574847_47
Pvalb+,GABAergic,positive,aspiny,L6b,-50.5,13.9375,-79.18750762939453,371.159655339083,-12.59375,-260.3653563305922,-11.093750953674316,-63.03125,0.0003349999999999742,1.425533951866517,313862373_71
Pvalb+,GABAergic,positive,aspiny,L5,-46.875003814697266,23.5625,-76.96875,361.6765042269081,-12.437500953674316,-155.01619269833512,-6.593750476837158,-62.375,0.000560000000000116,2.3331530592467744,566543480_56
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-41.71875,32.78125,-80.375,544.3463678380083,-5.09375,-205.67893285924163,8.187500953674316,-69.00000762939453,0.0004499999999998394,2.6465830032798596,477879512_51
Glutamatergic,Glutamatergic,positive,spiny,L5,-44.875,46.9375,-73.0625,524.5206298996688,2.250000238418579,-126.8731119531326,25.0,-53.781253814697266,0.0006399999999999739,4.134214269871687,324053705_53
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-41.96875,28.062501907348633,-62.656253814697266,377.7288919600248,-3.437500238418579,-136.19466924934204,-2.875000238418579,-56.968753814697266,0.0005999999999999339,2.7734484326144035,594480606_54
Vip+,GABAergic,positive,aspiny,L6a,-43.656253814697266,37.5625,-61.218753814697266,392.31032588313275,-10.343750953674316,-134.4114834661906,17.625,-53.156253814697266,0.000640000000000196,2.9187262558694487,594589186_42
Glutamatergic,Glutamatergic,positive,spiny,L5,-49.09375,45.406253814697266,-80.96875,527.0104525824648,-3.5,-118.07751758986905,23.625001907348633,-50.750003814697266,0.0006999999999999229,4.463258233569791,469761118_71
Pvalb+,GABAergic,positive,aspiny,L5,-45.437503814697266,14.15625,-69.90625,434.65572017053904,-14.343750953674316,-320.072401509746,-10.1875,-61.34375,0.00026500000000018176,1.357991873464617,487359276_46
Glutamatergic,Glutamatergic,positive,spiny,L5,-45.15625,39.375003814697266,-72.53125,437.5759095669836,-12.40625,-102.94262846174121,0.40625,-54.093753814697266,0.0007800000000000029,4.250677451174752,517645929_45
Htr3a+|Vip-,GABAergic,positive,aspiny,L4,-49.812503814697266,34.4375,-60.562503814697266,552.97455501236,-2.125,-258.2706593812571,8.468750953674316,-57.4375,0.0003450000000000397,2.1410661061427945,475619045_49
Pvalb+,GABAergic,positive,aspiny,L4,-45.375,15.250000953674316,-79.53125,394.21347071013304,-15.343750953674316,-234.03354357113795,-8.59375,-58.9375,0.00034000000000000696,1.6844314908657785,485630699_54
Glutamatergic,Glutamatergic,positive,spiny,L4,-47.437503814697266,48.25,-78.28125,589.0113776013776,4.65625,-117.25974012718002,13.187500953674316,-51.656253814697266,0.0006799999999997919,5.023133915890785,485884503_58
Glutamatergic,Glutamatergic,positive,spiny,L4,-49.90625,45.34375,-81.9375,473.22370083919117,4.625,-121.6794749350481,10.593750953674316,-49.84375,0.0006499999999998174,3.8891004509330402,354833767_64
Pvalb+,GABAergic,positive,aspiny,L4,-45.406253814697266,22.281251907348633,-74.1875,450.36487462898475,-18.5,-304.105318434169,-0.2812500298023224,-58.875003814697266,0.000300000000000189,1.4809503396648986,568790226_63
Sst+,GABAergic,positive,aspiny,L5,-46.718753814697266,27.71875,-72.03125,380.73528308952837,-3.468750238418579,-238.2661449960821,-3.531250238418579,-59.562503814697266,0.00039999999999995595,1.5979411724472605,475542907_42
Glutamatergic,Glutamatergic,positive,spiny,L4,-52.687503814697266,37.1875,-79.78125762939453,433.4623088975547,-1.5,-128.59250085856797,-3.59375,-54.656253814697266,0.0006150000000000322,3.370821051021449,485932822_80
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-37.687503814697266,15.125000953674316,-67.28125,213.5262575780034,-12.656250953674316,-118.1020446485867,-8.71875,-57.4375,0.0006949999999998902,1.8079810405768333,482772037_39
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-47.3125,29.1875,-75.50000762939453,417.4543698609082,-10.84375,-137.75949506543225,-7.406250476837158,-50.15625,0.0005800000000000249,3.030312862736815,476086391_61
Pvalb+,GABAergic,positive,aspiny,L4,-50.65625,29.250001907348633,-77.28125,628.9239575378779,-6.468750476837158,-529.5722602212576,-7.0,-70.78125,0.00022999999999995246,1.1876074424198706,489719193_77
Glutamatergic,Glutamatergic,positive,spiny,L5,-49.53125,44.75,-65.53125,466.23375009493316,-7.21875,-131.59606277489812,-9.8125,-49.875003814697266,0.0006599999999998829,3.5429156485665545,580624725_60
Glutamatergic,Glutamatergic,negative,spiny,L5,-37.937503814697266,37.031253814697266,-74.5,370.460513795555,-2.281250238418579,-109.21961462227719,7.4375,-49.000003814697266,0.0007449999999999957,3.391886293288507,480364000_54
Pvalb+,GABAergic,positive,aspiny,L5,-52.15625,18.000001907348633,-78.34375762939453,531.868836447886,-13.0625,-439.6305717043891,-11.093750953674316,-65.875,0.00021999999999988695,1.2098085772013112,487537399_62
Glutamatergic,Glutamatergic,positive,spiny,L5,-42.34375,30.968751907348633,-60.500003814697266,302.7649501341658,-5.78125,-98.18817717060867,10.593750953674316,-48.218753814697266,0.0007250000000000867,3.083517373054915,478588073_49
Glutamatergic,Glutamatergic,positive,spiny,L4,-46.8125,39.5,-67.28125,479.03870839302846,-5.031250476837158,-141.79410266013187,5.750000476837158,-55.312503814697266,0.0006200000000000649,3.3784106631094706,490931049_45
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-46.281253814697266,18.843751907348633,-67.03125762939453,285.28471913001766,-17.15625,-111.73347120268828,-3.656250238418579,-50.687503814697266,0.000640000000000196,2.5532610421858424,555365036_39
Pvalb+,GABAergic,positive,aspiny,L5,-51.4375,20.312501907348633,-76.21875762939453,437.6533645316953,-10.34375,-303.21042272163623,-8.343750953674316,-64.03125,0.0003149999999998432,1.443398154335496,318331264_47
Vip+,GABAergic,positive,aspiny,L5,-45.875,40.062503814697266,-74.56250762939453,450.27840344755043,-11.03125,-127.1706574255508,18.093751907348633,-54.875,0.0006800000000000139,3.5407413358003264,560889670_51
Glutamatergic,Glutamatergic,positive,spiny,L5,-47.562503814697266,44.28125,-69.40625762939453,494.3768617054376,-8.15625,-112.02687120375913,20.000001907348633,-54.781253814697266,0.0007200000000000539,4.413020344076596,558662244_57
Pvalb+,GABAergic,positive,aspiny,L5,-45.46875,26.062501907348633,-77.03125762939453,500.5511387081465,-9.875,-347.26811023620013,-5.375,-61.062503814697266,0.0002849999999998687,1.4413967881118954,488497498_64
Glutamatergic,Glutamatergic,positive,spiny,L5,-46.4375,42.156253814697266,-74.06250762939453,472.6209491684848,-7.8125,-119.18377989330034,0.75,-53.90625,0.0007199999999998319,3.9654804503733665,516086402_50
Glutamatergic,Glutamatergic,positive,spiny,L5,-46.718753814697266,33.34375,-68.81250762939453,424.5079972175931,-15.90625,-107.39027640812053,9.75,-54.25,0.0006999999999999229,3.9529463133544285,563002088_74
Sst+,GABAergic,positive,aspiny,L5,-49.031253814697266,24.500001907348633,-71.21875,358.3500419944306,-9.062500953674316,-165.3347017230891,-7.843750476837158,-57.59375,0.0004949999999999122,2.1674218313504046,491030723_45
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-38.343753814697266,10.125,-71.34375,225.10916253479533,-16.093751907348633,-102.45803655477715,-11.40625,-57.03125,0.0006999999999999229,2.197086437572373,562632795_55
Glutamatergic,Glutamatergic,positive,spiny,L4,-49.812503814697266,41.875,-74.9375,487.97117012756576,-5.718750476837158,-105.03424041262967,1.0,-53.125,0.000740000000000185,4.645829476278961,517982558_44
Sst+,GABAergic,positive,aspiny,L6b,-32.031253814697266,9.375,-65.62500762939453,169.35182768244093,-15.187500953674316,-94.64063845063414,-9.1875,-54.781253814697266,0.0007800000000000029,1.7894197509115195,572424901_37
Glutamatergic,Glutamatergic,negative,spiny,L5,-44.468753814697266,29.343751907348633,-72.4375,324.01949428953026,-9.59375,-103.5094319382426,0.6250000596046448,-47.3125,0.0007300000000001194,3.130337866049268,478888052_62
Glutamatergic,Glutamatergic,positive,spiny,L5,-41.687503814697266,24.062501907348633,-72.40625762939453,296.49828876872687,-14.093750953674316,-118.10948496569297,-6.375000476837158,-50.437503814697266,0.0006950000000001122,2.510368145749261,487659462_56
Glutamatergic,Glutamatergic,positive,spiny,L5,-44.5,29.781251907348633,-75.15625762939453,322.9248993932629,-11.281250953674316,-88.17096871723984,-8.21875,-49.28125,0.0008000000000001339,3.6624855560889644,588697518_66
Glutamatergic,Glutamatergic,positive,spiny,L4,-47.3125,32.40625,-73.43750762939453,434.1728725438434,-13.031250953674316,-134.8557957828347,-7.1875,-52.437503814697266,0.0006450000000000067,3.2195343924484687,480124551_52
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-43.0,26.5625,-75.09375,507.24365932754904,-8.375,-362.1186236500604,-8.53125,-60.156253814697266,0.0002750000000000252,1.400766561561144,481049269_66
Glutamatergic,Glutamatergic,positive,spiny,L6a,-44.937503814697266,41.0625,-66.71875,344.3814398103063,1.0,-81.92569979293147,20.718751907348633,-44.96875,0.0008799999999999919,4.20358252270943,509881736_48
Glutamatergic,Glutamatergic,positive,spiny,L6b,-45.28125,35.0625,-79.34375,383.7133333498892,-11.25,-136.18409433949924,-4.968750476837158,-57.65625,0.0007049999999999557,2.817607556968537,322274121_41
Glutamatergic,Glutamatergic,positive,spiny,L6a,-49.500003814697266,37.8125,-68.59375762939453,461.6563186620546,-9.781250953674316,-91.80999514176396,25.0,-52.343753814697266,0.0007800000000000029,5.0283884445175095,510106222_55
Pvalb+,GABAergic,positive,aspiny,L2/L3,-42.5,33.65625,-79.50000762939453,423.44851111369655,1.3125001192092896,-155.99814101259105,-8.906250953674316,-63.09375,0.000560000000000116,2.7144458797077515,586073346_75
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-46.468753814697266,29.343751907348633,-74.3125,518.4997547636434,-7.500000476837158,-241.63398491168223,5.8125,-55.90625,0.00038000000000004697,2.145806414412924,519517188_60
Pvalb+,GABAergic,positive,aspiny,L4,-43.187503814697266,32.187503814697266,-68.03125,459.3481718553436,-4.84375,-293.325886387243,2.0625,-58.187503814697266,0.0003450000000000397,1.5659994333023894,475888653_54
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-50.875,44.687503814697266,-77.78125,403.6576746738997,5.78125,-97.14244763240757,22.5,-50.375003814697266,0.0008399999999999519,4.155317109173148,513591094_83
Pvalb+,GABAergic,positive,aspiny,L6b,-39.687503814697266,39.906253814697266,-69.31250762939453,501.4980043992194,-2.281250238418579,-220.74489031008622,19.03125,-54.46875,0.00043999999999999595,2.2718442256794793,566559909_54
Pvalb+,GABAergic,positive,aspiny,L4,-43.500003814697266,29.46875,-61.718753814697266,479.97370223866494,-3.093750238418579,-378.36367640501993,-1.5625,-61.593753814697266,0.00029999999999996696,1.2685512171757112,566756038_63
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-41.500003814697266,34.3125,-72.03125,410.20985498832823,-0.6250000596046448,-176.03002531782818,13.531250953674316,-53.75,0.0004999999999999449,2.3303402601214223,526545261_46
Glutamatergic,Glutamatergic,negative,spiny,L4,-47.375,44.4375,-74.15625762939453,564.2445587911251,-1.1875001192092896,-141.31012873184696,10.062500953674316,-50.40625,0.0005749999999999922,3.992951983377266,476451456_48
Glutamatergic,Glutamatergic,positive,spiny,L4,-47.562503814697266,42.093753814697266,-73.15625,503.4398438325991,-1.75,-125.37117633149896,12.250000953674316,-50.25,0.0006300000000001305,4.015594800685554,489887491_55
Glutamatergic,Glutamatergic,positive,spiny,L5,-43.750003814697266,46.03125,-61.156253814697266,480.1414343554802,2.6875,-101.54814490946288,26.093751907348633,-56.3125,0.0008000000000001339,4.72821472793579,563248177_54
Vip+,GABAergic,positive,aspiny,L4,-39.031253814697266,25.781251907348633,-64.18750762939453,344.6655442576432,-10.437500953674316,-102.50514853370207,5.625,-49.875003814697266,0.0006800000000000139,3.3624217825929263,565191521_50
Sst+,GABAergic,positive,aspiny,L2/L3,-40.53125,34.84375,-68.71875,369.0843224174904,-12.40625,-114.01671656062923,16.875,-54.968753814697266,0.0007200000000000539,3.2371070975476397,578909807_49
Glutamatergic,Glutamatergic,positive,spiny,L5,-42.625003814697266,39.625,-62.281253814697266,331.8979417389043,-2.125,-86.52328905900025,25.0,-47.78125,0.0008399999999999519,3.8359376457890204,608108585_66
Glutamatergic,Glutamatergic,positive,spiny,L6b,-46.375003814697266,30.03125,-77.40625762939453,354.5901354890988,-13.0,-144.7138171603936,-1.3750001192092896,-56.15625,0.0006500000000000394,2.450285276464574,471410185_52
Glutamatergic,Glutamatergic,positive,spiny,L4,-52.062503814697266,43.53125,-76.59375762939453,497.89354875260375,-7.781250476837158,-114.45676439644525,29.937501907348633,-54.906253814697266,0.0006999999999999229,4.3500578701320265,502829071_58
Vip+,GABAergic,positive,aspiny,L6b,-42.312503814697266,37.218753814697266,-68.81250762939453,423.0622885396167,-9.3125,-135.7944228874656,20.593751907348633,-51.500003814697266,0.0005999999999999339,3.1154614419637343,575923740_49
Vip+,GABAergic,positive,aspiny,L2/L3,-51.312503814697266,45.875,-77.1875,596.7205880392113,-15.375,-158.40383565679133,25.500001907348633,-55.468753814697266,0.000560000000000116,3.7670842095775208,582857314_53
Pvalb+,GABAergic,positive,aspiny,L6a,-44.59375,33.531253814697266,-70.65625762939453,400.47829698140913,-8.8125,-149.41333889740326,6.0,-61.5,0.0005800000000000249,2.6803383147498168,581153862_58
Glutamatergic,Glutamatergic,positive,spiny,L5,-48.65625,37.875,-70.1875,445.3229574262407,-3.062500238418579,-196.27497191338557,-5.406250476837158,-56.656253814697266,0.0005399999999999849,2.2688728628261265,488683425_47
Glutamatergic,Glutamatergic,positive,spiny,L4,-54.15625,29.281251907348633,-81.90625,384.80036901201845,-12.093750953674316,-98.010561292306,7.8125,-60.281253814697266,0.0007850000000000357,3.92611126738059,469763389_50
Sst+,GABAergic,positive,aspiny,L5,-43.21875,25.593751907348633,-74.71875,334.7846632138381,-2.5625,-243.34637417695149,-4.343750476837158,-62.781253814697266,0.00042000000000008697,1.3757536529818868,488677318_47
Glutamatergic,Glutamatergic,positive,spiny,L4,-43.687503814697266,29.125001907348633,-74.6875,327.6903906999392,-13.343750953674316,-80.43785613564162,-9.09375,-51.312503814697266,0.0008799999999999919,4.073832974207541,518287095_65
Vip+,GABAergic,positive,aspiny,L4,-47.125,34.4375,-73.15625,440.51747306644484,-10.343750953674316,-152.63527326089508,15.125000953674316,-54.46875,0.0005399999999999849,2.8860791064558255,531121585_36
Glutamatergic,Glutamatergic,positive,spiny,L4,-47.562503814697266,40.4375,-79.15625762939453,449.8986672153544,-5.0625,-112.35805556959276,15.718750953674316,-52.906253814697266,0.0007199999999998319,4.004151415175518,486239338_51
Glutamatergic,Glutamatergic,positive,spiny,L4,-49.156253814697266,32.125,-71.37500762939453,455.0679380717624,-14.281250953674316,-113.21266009881117,2.5,-53.03125,0.0006649999999999157,4.019585244923867,325815086_70
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-43.656253814697266,29.656251907348633,-68.09375762939453,375.6395319690622,-6.093750476837158,-147.55708990331468,2.406250238418579,-55.312503814697266,0.000560000000000116,2.5457233685971734,526943222_41
Glutamatergic,Glutamatergic,positive,spiny,L4,-37.937503814697266,20.1875,-77.5625,268.3719203960211,-19.46875,-110.16688418341046,-5.59375,-50.71875,0.0007800000000000029,2.436048930540908,516881226_54
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-49.0625,42.312503814697266,-79.90625762939453,443.93955720433445,-9.03125,-103.71463132847421,8.0,-51.375,0.0008200000000000429,4.280394689909615,517753911_52
Glutamatergic,Glutamatergic,positive,spiny,L4,-44.25,37.750003814697266,-77.84375762939453,362.86660367851334,-1.03125,-109.22371043316016,19.406251907348633,-47.968753814697266,0.000660000000000105,3.322232894665951,480718588_51
Glutamatergic,Glutamatergic,positive,spiny,L4,-49.156253814697266,45.0625,-75.34375,514.1094783361757,-2.625000238418579,-104.17798796037587,27.468751907348633,-52.031253814697266,0.0007800000000000029,4.93491464369342,557403606_62
Vip+,GABAergic,positive,aspiny,L2/L3,-44.156253814697266,33.625003814697266,-71.28125762939453,416.0717596264874,-14.343750953674316,-131.3921677946906,1.0625,-55.812503814697266,0.0006399999999999739,3.1666404977549987,553541110_44
Vip+,GABAergic,positive,aspiny,L2/L3,-50.781253814697266,44.34375,-76.18750762939453,446.80894080881717,0.4375,-143.5937330808109,21.375,-56.406253814697266,0.0006399999999999739,3.1116186704148467,568473665_53
Glutamatergic,Glutamatergic,positive,spiny,L6b,-52.843753814697266,36.562503814697266,-80.46875,386.7070978283882,-5.8125,-136.16256108110727,13.750000953674316,-59.375003814697266,0.0006749999999999812,2.840039837367926,485938494_58
Vip+,GABAergic,positive,aspiny,L4,-46.687503814697266,35.09375,-70.40625,392.88057319094116,-14.812500953674316,-113.95189725154279,15.562500953674316,-50.375003814697266,0.0007200000000000539,3.447775619950215,560924223_55
Pvalb+,GABAergic,positive,aspiny,L5,-40.718753814697266,40.53125,-71.34375,479.55323416751924,-4.343750476837158,-205.2607098635204,16.875,-60.562503814697266,0.00048000000000003595,2.336312850551761,605690670_51
Glutamatergic,Glutamatergic,positive,spiny,L6b,-48.25,42.4375,-80.4375,399.990380539167,-6.937500476837158,-126.09605311733405,-0.1562500149011612,-55.062503814697266,0.0007600000000000939,3.172108647738329,501566512_58
Pvalb+,GABAergic,positive,aspiny,L2/L3,-42.156253814697266,33.062503814697266,-74.90625,447.28458120138947,-11.968750953674316,-153.06784786340367,10.000000953674316,-63.0,0.0005800000000000249,2.922132815250281,606336338_59
Glutamatergic,Glutamatergic,positive,spiny,L6b,-48.843753814697266,31.8125,-78.46875762939453,311.19966314425136,-13.0,-112.44120941999526,12.0,-52.656253814697266,0.0007550000000000612,2.7676655627372786,490485142_57
Htr3a+|Vip-,GABAergic,positive,aspiny,L4,-46.40625,32.84375,-71.84375,412.07251872512035,-3.15625,-208.6588100938189,-4.031250476837158,-60.593753814697266,0.0004550000000000942,1.9748627845612698,475740357_41
Glutamatergic,Glutamatergic,positive,spiny,L4,-44.59375,44.25,-75.87500762939453,571.2717487066245,-2.8125,-128.43256610784437,-11.03125,-50.875,0.0006249999999998757,4.448028767306025,473020156_50
Glutamatergic,Glutamatergic,negative,spiny,L5,-50.40625,35.03125,-83.50000762939453,309.62255164133285,0.21875,-92.67408811794378,18.843751907348633,-51.21875,0.0008300000000001084,3.3409829859591893,488467273_56
Glutamatergic,Glutamatergic,positive,spiny,L4,-47.812503814697266,33.59375,-71.28125762939453,267.61494209678085,-2.281250238418579,-85.41731939836825,14.750000953674316,-50.125003814697266,0.0008599999999998609,3.1330290388613293,568584929_62
Glutamatergic,Glutamatergic,positive,spiny,L5,-48.03125,42.34375,-81.28125,490.11522932979045,-4.812500476837158,-117.2692125808217,17.875,-50.71875,0.0006800000000000139,4.1794024070214,469720505_55
Vip+,GABAergic,positive,aspiny,L4,-47.093753814697266,37.437503814697266,-75.78125762939453,375.87906687233897,-8.343750953674316,-129.78784598016335,9.90625,-53.781253814697266,0.0006999999999999229,2.8961037455678857,570589935_52
Glutamatergic,Glutamatergic,positive,spiny,L4,-41.25,39.750003814697266,-64.90625762939453,448.4056159615831,-4.15625,-134.11889306747463,5.3125,-51.312503814697266,0.0006299999999999084,3.343344145675227,489752610_45
Pvalb+,GABAergic,positive,aspiny,L2/L3,-40.812503814697266,21.156251907348633,-76.03125,351.73185200116075,-15.031250953674316,-183.22274828955557,0.1562500149011612,-49.343753814697266,0.00039999999999995595,1.9196953177740914,585832440_53
Glutamatergic,Glutamatergic,positive,spiny,L4,-47.28125,47.4375,-83.5625,482.52170240219914,4.59375,-120.9830091042367,-14.500000953674316,-52.343753814697266,0.000700000000000145,3.9883427100616045,324032509_50
Glutamatergic,Glutamatergic,positive,spiny,L4,-42.718753814697266,48.937503814697266,-66.75000762939453,446.3238295520072,7.4375,-144.60239001143603,20.000001907348633,-50.5,0.0006349999999999412,3.086559146890375,476144118_43
Glutamatergic,Glutamatergic,positive,spiny,L4,-45.968753814697266,37.5,-78.46875762939453,428.4976503017793,-11.968750953674316,-106.40025740125942,13.71875,-54.125003814697266,0.0007649999999999046,4.027223812869341,488434725_59
Glutamatergic,Glutamatergic,positive,spiny,L5,-48.09375,44.406253814697266,-72.71875762939453,438.3967389351419,-4.375,-126.90634335420764,-4.1875,-53.500003814697266,0.0007399999999999629,3.45449035365817,589121138_70
Glutamatergic,Glutamatergic,positive,spiny,L5,-46.5,50.468753814697266,-72.03125,540.2835793989967,5.0625,-142.30473173212732,11.125,-50.593753814697266,0.0006149999999998101,3.7966663007103647,485880739_49
Glutamatergic,Glutamatergic,positive,spiny,L5,-44.65625,36.875003814697266,-72.40625762939453,370.0769809055898,-4.281250476837158,-133.3769939699738,3.093750238418579,-53.90625,0.0006699999999999484,2.7746687782519865,477564985_56
Glutamatergic,Glutamatergic,positive,spiny,L6b,-47.656253814697266,37.0,-76.75,318.6552088904194,-9.53125,-105.30611812445876,-4.9375,-53.812503814697266,0.0008599999999998609,3.025989511015955,501563275_52
Glutamatergic,Glutamatergic,positive,spiny,L5,-48.40625,39.0,-78.68750762939453,435.6361510263112,-0.5937500596046448,-121.72219560461615,11.718750953674316,-44.1875,0.0006049999999999667,3.5789376691935906,471141261_64
