transgenic_line,neurotransmitter,reporter_status,dendrite_type,layer,threshold_v,threshold_i,peak_v,peak_i,trough_v,trough_i,upstroke,upstroke_v,downstroke,downstroke_v,fast_trough_v,fast_trough_i,width,upstroke_downstroke_ratio,f_i_curve_slope,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,input_resistance_mohm,latency,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,seal_gohm,tau,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,file_name
Glutamatergic,Glutamatergic,positive,spiny,L5,-36.28776168823242,493.4947814941406,38.49088668823242,493.9114685058594,-57.32421875,353.109375,375.7770708537799,1.3450521230697632,-74.58723802619068,21.88150978088379,-47.87890625,472.5,0.000991666666666798,5.117151013773106,0.0302915065439949,-47.1562538146973,-48.6666692097982,-50.78125,114.339416,0.0829850000000001,39.53125,41.8541679382324,44.4270833333333,100.62488168478,0.0094097638502717,1.47499136,21.4093527888937,230.0,144.25,1770.0,-35.65625,-36.1666666666667,-46.9166679382324,-56.375,-58.9062512715658,-81.0312525431315,4.38476045532723,4.29014263020716,4.23502950688288,-91.40625,-80.6363067626953,469761118_71
Pvalb+,GABAergic,positive,aspiny,L5,-42.61891174316406,349.4680480957031,3.9854891300201416,350.2958679199219,-55.704673767089844,350.45672607421875,299.58756768738715,-17.795923233032227,-208.2699121753304,-13.55663013458252,-55.540870666503906,351.3439025878906,0.000318808695652227,1.438502253359242,1.30613842987915,-57.8750038146973,-58.9583358764648,-61.4250038146973,125.492432,0.0542050000000001,8.59375,17.5208339691162,14.2750007629395,102.500036358833,0.125833943486214,1.377405568,5.46413255832773,209.999984741211,254.916666666667,480.000030517578,-40.0625038146973,-37.2500012715658,-45.7937538146973,-57.90625,-59.0729192097982,-70.25625,1.34920583329805,1.21909203183651,1.36539910249334,-82.53125,-70.2407989501953,487359276_46
Glutamatergic,Glutamatergic,positive,spiny,L5,-37.60044479370117,98.76786041259766,33.60268020629883,98.23661041259766,-55.08147430419922,75.91963958740234,333.93793404342756,-8.12276840209961,-74.93966742100989,13.776785850524902,-46.83816909790039,93.91963958740234,0.0009635714285714922,4.46117340221259,0.182480310921601,-47.0,-48.9479204813639,-53.4062528610229,216.749616,0.05864,32.5000038146973,38.4270846048991,35.5937519073486,213.750079274178,0.0653698220849037,1.765187456,30.5055063300835,59.9999961853027,51.25,640.0,-36.7187538146973,-36.7291692097982,-44.4140634536743,-54.4375038146973,-52.7500038146973,-72.1718769073486,4.45577223102647,4.10791743464667,4.03760145047525,-94.3125076293945,-70.9606094360352,517645929_45
Htr3a+|Vip-,GABAergic,positive,aspiny,L4,-34.124237060546875,150.0487823486328,11.987042427062988,149.5457305908203,-49.7378044128418,135.86585998535156,186.15173454261284,-5.92378044128418,-105.71571496051436,-6.929878234863281,-48.9253044128418,146.31707763671875,0.0006626829268293095,1.6597898830463542,0.0330699791110599,-54.8437538146973,-53.1718788146973,-57.7031275431315,222.286464,0.006925,28.6250019073486,26.2812519073486,34.130210240682,252.187520265579,0.0531118363142014,1.40211712,17.2831047292055,70.0,65.5,150.0,-43.15625,-40.84375,-48.1822935740153,-55.0,-53.3125019073486,-60.6822942097982,2.01659334832345,1.93378605813532,2.08493015551442,-81.5625076293945,-60.1882820129395,475619045_49
Pvalb+,GABAergic,positive,aspiny,L4,-36.72922897338867,294.8580017089844,10.505003929138184,294.74017333984375,-56.69684600830078,290.5592956542969,275.8167336403302,-12.586480140686035,-183.339160503902,-11.3004150390625,-56.38330841064453,293.1038513183594,0.000414546827794367,1.5042899016909181,0.739814791547619,-58.2812538146973,-54.1145846048991,-59.2578144073486,191.084912,0.015155,11.0000009536743,9.40625063578288,15.6484379768372,113.749966025352,0.0562722645699978,2.890817536,7.02288885392981,190.0,197.958333333333,650.0,-35.3750038146973,-30.0625006357829,-44.5859413146973,-58.4375038146973,-54.3854179382324,-79.6484432220459,1.46933579140174,1.33701295802008,1.66232940196924,-100.71875,-79.1717681884766,485630699_54
Glutamatergic,Glutamatergic,positive,spiny,L4,-38.714962005615234,247.492431640625,42.64109802246094,247.1780242919922,-55.48295593261719,177.4280242919922,391.4212478792715,5.548295497894287,-91.5426910804294,18.936553955078125,-47.57670593261719,232.48484802246094,0.0008466666666669112,4.324510561516757,0.13013035730393,-49.0000038146973,-48.6666704813639,-51.3375015258789,155.321072,0.0392600000000001,46.5625038146973,48.6354192097982,51.0687522888184,156.093791127205,0.0351201109588146,2.363815936,18.109632264679,110.0,69.2499974568685,780.0,-39.0312538146973,-37.4375,-46.7687522888184,-52.1875038146973,-54.8750012715658,-79.2312545776367,4.40104738116022,4.50072897598441,4.76744168121538,-95.8125076293945,-78.3591156005859,485884503_58
Glutamatergic,Glutamatergic,positive,spiny,L4,-39.408267974853516,421.2903137207031,32.185482025146484,421.81451416015625,-55.803428649902344,295.45159912109375,264.2007986110947,-0.8155242204666138,-83.42495428691173,10.119959831237793,-46.845767974853516,411.55645751953125,0.0008845161290317781,3.1837704676758736,0.0551470573880676,-48.03125,-50.0833333333333,-50.1953153610229,159.969024,0.0244600000000001,36.5,37.6562512715658,43.8828125,124.375075101852,0.0180059671401978,2.753473024,12.6634987683973,230.0,144.416666666667,910.0,-35.875,-32.677085240682,-51.4531259536743,-50.21875,-55.2708346048991,-82.3359394073486,2.95855292865785,2.64643035369773,3.83915034603926,-96.28125,-81.8460159301758,354833767_64
Pvalb+,GABAergic,positive,aspiny,L4,-36.91973114013672,505.1265869140625,15.56215763092041,505.4033508300781,-53.30078887939453,501.6572265625,317.1357378442876,-12.104033470153809,-214.2707745940084,-6.293932914733887,-53.13642501831055,504.5950622558594,0.0003839122486288344,1.4821868533980664,0.689444561598041,-54.5312538146973,-54.7395858764648,-57.9296875,125.810912,0.01454,14.7812509536743,20.5937512715658,24.2968759536743,77.1428868174553,0.0403395295143127,1.23034496,5.69906035979937,330.0,306.458333333333,730.0,-32.9687538146973,-34.0416679382324,-44.1718759536743,-54.625,-54.8541679382324,-73.7265701293945,1.31679205033071,1.36757877615672,1.51587713242141,-82.0625076293945,-72.8288879394531,568790226_63
Sst+,GABAergic,positive,aspiny,L5,-41.05952453613281,211.05357360839844,25.061012268066406,210.9107208251953,-61.65625,193.80357360839844,278.87529108692223,-0.034226194024086,-204.14624000095873,-2.811011791229248,-60.50446319580078,209.6666717529297,0.000491666666666832,1.3626591562892938,0.169681321738981,-61.25,-53.8437512715658,-61.9812538146973,207.736224,0.0252100000000002,28.75,21.5312519073486,28.8562511444092,145.156368613243,0.0237218122929335,2.393866752,11.8938663054198,110.0,118.291666666667,570.0,-43.4375038146973,-37.6875012715658,-46.8500030517578,-61.3125038146973,-55.8437525431315,-71.9812545776367,1.50335310194739,1.62656821762029,1.50188056798071,-84.5312576293945,-71.7351760864258,475542907_42
Glutamatergic,Glutamatergic,positive,spiny,L4,-42.646873474121094,329.35833740234375,29.1796875,328.9583435058594,-56.89114761352539,253.29791259765625,253.1670048178529,0.4390625059604645,-100.06448034230074,7.497395992279053,-51.064064025878906,320.29998779296875,0.0007864166666668855,2.5287947654703786,0.156250002492555,-51.7500038146973,-52.4687538146973,-54.5390634536743,156.314992,0.0290050000000002,29.0,28.895835240682,36.9921894073486,136.40633225441,0.0191581454128027,2.45821696,15.5799676395914,170.0,189.75,800.0,-36.4062538146973,-36.7291679382324,-51.3125009536743,-56.4062538146973,-55.8958346048991,-80.7578182220459,2.19353123725679,2.10780207302508,3.16264146882835,-95.34375,-80.1997756958008,485932822_80
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-30.92401885986328,138.8660125732422,29.641952514648438,138.11927795410156,-47.09701919555664,126.29901885986328,198.56813715742487,-6.833741664886475,-81.52597990914117,3.087009906768799,-46.406864166259766,134.20425415039062,0.0009720588235293928,2.4469469057999924,0.382142872536667,-52.0312538146973,-49.0104179382324,-57.7312515258789,292.972032,0.02301,28.75,23.4479166666667,9.43125019073486,240.625008940697,0.133915573358536,1.709769472,10.051096720268,90.0,98.9166666666667,360.0,-32.46875,-31.5312506357829,-33.24375,-52.09375,-49.4166679382324,-67.6062530517578,2.16049748217098,2.03585797963461,1.77344231260856,-92.875,-66.4022827148438,482772037_39
Glutamatergic,Glutamatergic,positive,spiny,L2/L3,-36.397178649902344,456.2177429199219,25.80342674255371,454.9112854003906,-51.810482025146484,348.1370849609375,254.27014564950863,-3.7736895084381104,-104.96268002704963,7.057459831237793,-47.756553649902344,441.1875,0.0007149193548389201,2.4377095516931315,0.0998417690819865,-47.5000038146973,-47.1458371480306,-50.9125022888184,138.9192,0.0229000000000001,28.1250019073486,30.6354179382324,32.9500022888184,183.593720197678,0.0271508954465389,1.349265664,16.2883755047268,230.0,152.416661580404,300.0,-33.9375038146973,-30.7187506357829,-46.28125,-49.6875,-50.6041679382324,-76.4250076293945,2.30125013234896,2.02870615036396,2.98740147273437,-95.65625,-76.0058441162109,476086391_61
Pvalb+,GABAergic,positive,aspiny,L4,-43.45774459838867,817.8406982421875,16.653709411621094,819.2869262695312,-63.47832107543945,819.4150390625,395.58435830987366,-8.972209930419922,-333.0986227485412,-12.020096778869629,-63.3582878112793,820.7978515625,0.00029326266195520324,1.190663971138114,1.14273764258555,-66.2500076293945,-61.0937538146973,-66.0781288146973,80.965744,0.006115,24.5937519073486,12.6666673024495,34.5312519073486,51.2501150369644,0.0361715331673622,1.338150912,5.73027691120541,540.0,547.666666666667,820.0,-39.5,-33.6041692097982,-49.2500019073486,-66.3125076293945,-61.1770858764648,-77.0859375,1.13903995123687,1.00551743245446,1.16432221184569,-82.7812576293945,-76.4303894042969,489719193_77
Glutamatergic,Glutamatergic,positive,spiny,L5,-36.67831039428711,194.9877471923828,37.76715850830078,194.85784912109375,-49.4087028503418,156.25,330.337203903571,0.05698531121015549,-101.97663295066148,10.517156600952148,-40.367645263671875,192.3627471923828,0.0007419607843137796,3.2328572736319052,0.172437204334418,-44.59375,-47.53125,-49.5989596048991,111.465472,0.0494000000000001,45.375,45.8437538146973,44.7135429382324,79.3749988079071,0.171525284647942,1.74794496,14.2454750664104,110.0,92.3749923706055,650.0,-41.09375,-41.96875,-49.2656275431315,-53.4687538146973,-53.4687538146973,-65.0729217529297,3.61507006289499,3.59819489670094,3.57649271207076,-73.4062576293945,-64.3964233398438,580624725_60
Glutamatergic,Glutamatergic,negative,spiny,L5,-37.01602554321289,137.86859130859375,37.23958206176758,138.05128479003906,-54.01762771606445,110.80128479003906,318.1779264439568,-2.4911859035491943,-90.77330662575842,16.40705108642578,-42.92147445678711,131.72756958007812,0.0008271794871797366,3.504958607533192,0.125264555229818,-44.96875,-45.0104192097982,-48.9062522888184,103.011024,0.07423,37.6875038146973,37.125,35.3187507629395,146.250084042549,0.118953980505466,2.972156928,25.2933850390236,90.0,103.583335876465,1170.0,-38.28125,-37.1458358764648,-40.5187515258789,-56.5312538146973,-56.1041679382324,-75.1312530517578,3.57703689237403,3.49744899418665,3.3939665555049,-90.5000076293945,-74.5483779907227,480364000_54
Pvalb+,GABAergic,positive,aspiny,L5,-46.10796356201172,355.18475341796875,-1.9755271673202515,355.9512939453125,-57.957359313964844,356.3072204589844,265.0240616447796,-21.37694549560547,-197.28874872214732,-19.74764633178711,-57.80904769897461,356.9523010253906,0.00033556224899597523,1.3565136173817756,2.50925139275277,-65.84375,-55.8958371480306,-66.2000030517578,175.237632,0.0059800000000001,6.68750047683716,2.38541698455811,19.3875011444092,114.843562245369,0.0471121594309807,1.143722752,6.78485877937685,230.0,200.541661580404,352.0,-37.71875,-28.4791685740153,-51.6312522888184,-65.9375076293945,-56.0312512715658,-77.7812530517578,0.986617100731772,0.814803526503812,1.19344644818485,-101.250007629395,-77.1630325317383,487537399_62
Glutamatergic,Glutamatergic,positive,spiny,L5,-29.074012756347656,173.95394897460938,27.879934310913086,172.5592041015625,-46.998355865478516,109.53289794921875,168.52214262520417,0.7467105388641357,-40.845967273555445,18.1595401763916,-37.64802551269531,152.88157653808594,0.0014563157894739924,4.1366208531387425,0.0501028806584362,-40.53125,-40.5000038146973,-47.4875022888184,160.450448,0.05877,34.0,35.0000012715658,31.2937507629395,290.468782186508,0.124691918492317,1.23634816,50.6997328509571,50.0,36.0,640.0,-29.3750019073486,-29.9687506357829,-41.4375015258789,-49.0000038146973,-48.5104179382324,-55.8187522888184,3.9813649113493,3.82214747316266,3.16144794140589,-89.21875,-58.9267463684082,478588073_49
Glutamatergic,Glutamatergic,positive,spiny,L4,-38.52031326293945,64.48124694824219,35.228904724121094,64.5218734741211,-54.38203048706055,48.990623474121094,330.7597775274117,-3.2171874046325684,-118.52585047734792,9.757031440734863,-50.32421875,64.4312515258789,0.000724999999999465,2.793660571107414,0.291149069575366,-50.8125,-49.4062538146973,-55.7031278610229,161.39776,0.062265,38.0625,42.671875,39.7968759536743,278.906285762787,0.0573231093585491,1.437760256,29.3123749733283,30.0000019073486,33.4999990463257,390.0,-37.0,-36.609375,-46.234375,-55.4062538146973,-52.0625019073486,-68.8906307220459,2.93865475492602,3.22697253501901,3.11649306182754,-96.375,-67.0109786987305,490931049_45
Htr3a+|Vip-,GABAergic,positive,aspiny,L5,-36.03571319580078,177.41294860839844,20.899553298950195,176.11607360839844,-50.52511215209961,128.1294708251953,230.54692124859463,-9.341517448425293,-58.0241320514346,4.579799175262451,-47.80915069580078,163.06919860839844,0.0010074999999997328,4.0399286406832715,0.0521276595744681,-49.6562538146973,-46.9166692097982,-51.3375030517578,453.854144,0.0072400000000001,20.5,18.2083339691162,19.1125007629395,317.031353712082,0.0897051095962524,2.380608256,15.4398141573669,90.0,131.708330790202,300.0,-43.9375,-33.3958346048991,-46.0750022888184,-51.28125,-48.8645858764648,-67.5000015258789,2.78352268502358,4.16807117479303,2.60248376253229,-101.468757629395,-67.1327972412109,555365036_39
Pvalb+,GABAergic,positive,aspiny,L5,-40.08668899536133,294.0111999511719,12.711687088012695,294.6492614746094,-59.001197814941406,293.95654296875,302.33981492642454,-11.103744506835938,-222.53584484905988,-11.648387908935547,-58.817230224609375,294.94110107421875,0.0003795202558635795,1.3575656738840522,1.925,-62.5625038146973,-56.9791679382324,-64.0625019073486,384.161792,0.0058200000000001,16.90625,16.2708339691162,20.0312509536743,165.104165673256,0.169384002685547,1.141272064,6.71839685975146,170.0,166.375,370.0,-46.90625,-31.1145839691162,-51.0156269073486,-62.71875,-57.1145846048991,-75.671875,1.44198652880706,1.22324820434254,1.45397348226854,-87.6875,-73.7939529418945,318331264_47
Vip+,GABAergic,positive,aspiny,L5,-33.51154708862305,95.0434799194336,22.794836044311523,94.6440200805664,-47.463314056396484,70.44293212890625,173.86483987679932,-11.17934799194336,-61.08157671285394,5.82336950302124,-39.317935943603516,93.00271606445312,0.001104782608695379,2.7395027654013275,0.0192418887111897,-44.3750038146973,-43.984375,-53.5937519073486,343.51312,0.0256400000000001,32.7500038146973,32.53125,40.7890634536743,174.374997615814,0.0474362894892693,1.39458176,11.7746910684684,50.0,55.6875,360.0,-37.0312538146973,-36.015625,-44.7500009536743,-51.8750038146973,-70.7343788146973,-74.3789100646973,3.36277863981625,3.17796042851529,3.53679025169967,-93.09375,-73.5498428344727,560889670_51
Glutamatergic,Glutamatergic,positive,spiny,L5,-38.6159553527832,185.2467041015625,37.5715446472168,184.7138214111328,-55.41200637817383,154.86842346191406,375.4397419727846,-3.1282894611358643,-79.09952035366,17.663650512695312,-50.6184196472168,176.75987243652344,0.0009468421052631202,4.753773263001982,0.176388888888889,-50.96875,-53.1979179382324,-54.1796903610229,199.563808,0.0538400000000001,41.25,44.7291692097982,42.8437528610229,141.339391469955,0.058805450797081,1.287068416,20.4626611546356,90.0,61.6249961853027,700.0,-38.4687538146973,-39.3854166666667,-46.9140634536743,-56.0937538146973,-59.1770871480306,-69.3828163146973,4.50574678057145,4.59356373400483,4.63206226700931,-85.6562576293945,-68.9721221923828,558662244_57
Pvalb+,GABAergic,positive,aspiny,L5,-38.362060546875,628.113525390625,15.24015998840332,629.2671508789062,-57.425392150878906,626.0586547851562,343.87485134352875,-10.09160327911377,-250.9154623023647,-11.609435081481934,-57.24886703491211,630.1808471679688,0.0003402290076334844,1.3716472806405426,0.715194672587189,-58.3125,-56.2604204813639,-60.8000038146973,98.629136,0.0125150000000001,12.40625,18.0208346048991,25.1687519073486,70.1562091708183,0.0517433509230614,1.450073088,6.87940354147049,370.0,410.625,320.0,-34.78125,-32.9895858764648,-45.5875015258789,-58.4062538146973,-56.3541679382324,-76.7875045776367,1.24370344300604,1.29276780248407,1.49434311462735,-84.1250076293945,-75.8124618530273,488497498_64
Glutamatergic,Glutamatergic,positive,spiny,L5,-36.47916793823242,268.4583435058594,37.631351470947266,267.7032470703125,-48.35645294189453,216.43597412109375,283.59150181785645,-0.17301830649375916,-69.4796030147479,19.067073822021484,-43.42149353027344,244.4989776611328,0.0010801626016258789,4.113022035586092,0.248699819298786,-47.0625,-48.4375025431315,-54.3333371480306,258.699392,0.0287000000000002,41.3750038146973,44.8125038146973,43.4583346048991,185.312643647194,0.107772715389729,1.676899072,16.0380762464579,150.0,89.7083333333333,640.0,-37.6250038146973,-36.2083358764648,-46.3437525431315,-48.2812538146973,-53.5833346048991,-74.6666717529297,3.82739091050671,3.82304881095724,3.73382602737501,-94.5000076293945,-73.8829879760742,516086402_50
Glutamatergic,Glutamatergic,positive,spiny,L5,-35.48704147338867,268.6707458496094,27.326601028442383,266.63720703125,-52.362422943115234,225.89024353027344,268.1557803429366,-1.5392529964447021,-57.11309509707371,14.553353309631348,-48.53239440917969,245.17835998535156,0.0011675609756097904,4.777581708681234,0.16975525269328,-47.46875,-49.3906269073486,-55.0416679382324,222.180672,0.0423600000000002,26.2500019073486,31.0781259536743,31.2604173024495,165.312424302101,0.0017101666890084,1.369956224,20.1167993716042,150.0,57.9375,580.0,-33.5625,-35.6718769073486,-45.0312525431315,-51.6875,-57.3125038146973,-67.8020858764648,3.48656425263947,3.63721358094809,3.81691841239021,-86.1562576293945,-67.0619812011719,563002088_74
Sst+,GABAergic,positive,aspiny,L5,-35.883731842041016,205.71324157714844,10.40349292755127,205.3253631591797,-51.17325210571289,176.4503631591797,171.24875395863813,-12.030330657958984,-93.43827428649607,-11.310661315917969,-49.385108947753906,203.72425842285156,0.0007003676470592942,1.8251608621435558,0.333835730117992,-54.25,-50.0104192097982,-57.7312522888184,273.04608,0.0230900000000001,12.6562509536743,17.4583333333333,19.4562507629395,186.718717217445,0.0737541764974594,1.61633408,24.5151099180226,120.000007629395,127.375,580.0,-42.65625,-35.3854192097982,-47.8312530517578,-54.5000038146973,-53.0729166666667,-71.6750015258789,2.01967008598658,1.84606547137109,2.05387358122778,-92.46875,-71.5811462402344,491030723_45
Htr3a+|Vip-,GABAergic,positive,aspiny,L1,-38.59375,147.3810272216797,12.900979042053223,145.81776428222656,-52.21724319458008,122.8027114868164,175.50353260871782,-13.080948829650879,-48.16903662264977,-10.566265106201172,-49.63215255737305,139.9864501953125,0.0012332530120480751,3.671528762346487,0.305357142857143,-49.9062538146973,-49.8645846048991,-56.9179720878601,270.537472,0.09772,11.0000009536743,14.1979173024495,10.5937507152557,206.71871304512,0.0028253844939172,1.44388288,14.1426703487065,90.0,87.7499974568685,489.999969482422,-37.0,-36.1354166666667,-37.9492206573486,-51.53125,-52.5520871480306,-70.8007860183716,3.34314481390576,3.33379394678148,2.13789531089461,-92.5,-70.2242660522461,562632795_55
Glutamatergic,Glutamatergic,positive,spiny,L4,-43.3046875,121.28819274902344,37.32551956176758,121.06597137451172,-59.31857681274414,101.16319274902344,370.566987385828,-5.739583492279053,-89.90231304603398,11.12586784362793,-50.15885543823242,119.94097137451172,0.0008705555555548688,4.122365274040451,0.162303149606299,-50.2187538146973,-50.5416692097982,-53.2625015258789,113.789904,0.05826,38.0937538146973,41.8229192097982,40.5625022888184,122.65632301569,0.141528874635696,2.21253632,21.4404134616424,80.0,133.874992370605,999.999938964844,-42.4062538146973,-41.7708358764648,-49.2187522888184,-59.4062538146973,-56.6562538146973,-74.5375030517578,4.13411092561998,4.51173116918763,4.54719973930653,-88.5312576293945,-74.2980117797852,517982558_44
Sst+,GABAergic,positive,aspiny,L6b,-31.15625,46.76612854003906,16.802419662475586,46.495967864990234,-48.663307189941406,40.32258224487305,149.8961240095005,-10.994959831237793,-78.01069809545312,-5.834677219390869,-46.97983932495117,45.61693572998047,0.0009361290322578081,1.9190620334567787,0.29444443856934,-47.9062538146973,-48.3854166666667,-55.5000015258789,314.193408,0.04566,16.28125,16.8125006357829,9.41250038146973,455.781280994415,0.0416949018836021,1.135871232,44.2500384788413,30.0,29.3333320617676,499.999969482422,-35.2187538146973,-35.3229179382324,-29.9187511444092,-48.03125,-48.5104179382324,-65.8875030517578,2.25706924167014,2.2279689089061,1.94936923967871,-100.28125,-65.4421310424805,572424901_37
Glutamatergic,Glutamatergic,negative,spiny,L5,-34.25818634033203,180.7083282470703,31.498512268066406,179.8720245361328,-50.53868865966797,137.83035278320312,262.7191647589117,-4.890625,-83.97542078986473,12.500743865966797,-38.97098159790039,173.4375,0.0008165476190474966,3.133010115059596,0.12464030169113,-42.0000038146973,-42.3541679382324,-46.3359394073486,106.459784,0.06111,32.53125,33.28125,27.1562509536743,113.28125,0.0900440961122513,1.577855488,19.3525924192435,110.0,124.500010172526,1280.0,-34.6875,-34.5208346048991,-42.6562519073486,-52.5625,-53.7083371480306,-72.7656288146973,3.11966505637347,3.08353266205805,3.0684487083886,-85.9687576293945,-72.3885116577148,478888052_62
Glutamatergic,Glutamatergic,positive,spiny,L5,-33.22312545776367,129.8574981689453,18.6924991607666,129.5500030517578,-50.171875,98.96499633789062,187.0207724532341,-12.686249732971191,-73.7182452610594,-1.236875057220459,-39.54624938964844,126.60250091552734,0.0008399000000000711,2.5407835392835336,0.211721419946877,-41.6562538146973,-42.8125038146973,-50.0781288146973,306.74016,0.03647,18.9375,27.4687519073486,20.8437509536743,192.187115550041,0.0813830122351646,1.445724672,24.7563297046817,80.0,41.375,710.0,-32.375,-33.0,-41.078125,-50.6875038146973,-53.90625,-75.9843788146973,2.46117445081606,2.51800856541215,2.4322933087251,-97.71875,-73.3546524047852,487659462_56
Glutamatergic,Glutamatergic,positive,spiny,L5,-39.32875061035156,116.98500061035156,36.63874816894531,117.09500122070312,-54.633750915527344,84.31500244140625,321.2075731013696,-3.59375,-79.43224893871569,15.8125,-44.64500045776367,117.48500061035156,0.0009048000000001366,4.057108898815361,0.162132163138874,-45.9062538146973,-48.8541679382324,-49.5416704813639,166.782864,0.0631600000000001,37.9375038146973,30.0104179382324,28.2291685740153,169.531211256981,0.0052830465137958,2.469908224,37.0065797791585,70.0,56.3333333333333,740.0,-41.3437538146973,-45.3854179382324,-44.1875038146973,-54.5000038146973,-49.0520858764648,-66.5729166666667,3.99392700076277,3.87567292439599,3.39860958292764,-87.46875,-74.9109420776367,588697518_66
Glutamatergic,Glutamatergic,positive,spiny,L4,-32.37083435058594,297.45208740234375,21.96875,296.0708312988281,-48.859375,204.93540954589844,198.252022825971,-10.472395896911621,-73.04446903829547,0.27291667461395264,-43.65677261352539,274.60833740234375,0.000922083333333538,2.7602972019437546,0.186301381769177,-47.8125038146973,-51.0208358764648,-52.2750015258789,228.0352,0.0307650000000002,23.1562519073486,32.1458339691162,32.0875011444092,263.437449932098,0.0362643152475357,1.250283776,23.2744910340676,90.0,58.4166666666667,440.0,-33.59375,-34.1875,-47.0937522888184,-47.9062538146973,-52.7500025431315,-74.8562545776367,2.39621090667168,2.43180274702506,3.08848794720137,-97.9062576293945,-73.1930770874023,480124551_52
Htr3a+|Vip-,GABAergic,positive,aspiny,L2/L3,-37.61277389526367,660.45703125,18.579010009765625,661.1199951171875,-55.3858528137207,656.635498046875,376.1148883969048,-8.370429992675781,-264.3103313675377,-7.923503398895264,-55.20292663574219,661.296875,0.0003194149908591879,1.4254947237841942,0.738534182458835,-55.6562538146973,-56.7916704813639,-60.4437530517578,97.848864,0.011525,17.75,26.2500019073486,30.1312511444092,59.0626150369644,0.0487442165613174,1.459215616,5.09978877625471,419.999969482422,382.208333333333,516.000036621094,-34.1875038146973,-33.1354204813639,-42.7562515258789,-55.8750038146973,-56.8854204813639,-75.2000045776367,1.2769353864459,1.34099975017446,1.43465223748537,-81.5,-73.6921920776367,481049269_66
Glutamatergic,Glutamatergic,positive,spiny,L6a,-40.6923828125,89.046875,28.1845703125,88.67578125,-48.9853515625,61.87890625,190.08976317014807,-11.7216796875,-48.171500908230854,9.5087890625,-40.236328125,82.93359375,0.0013725000000002208,3.9758828959123362,0.239955357142857,-44.90625,-43.3541679382324,-46.1458358764648,123.602304,0.0533600000000001,36.1875038146973,43.7916692097982,39.1562525431315,183.906242251396,0.0519988760352135,1.281439232,15.3347965835872,50.0,74.7916666666667,390.0,-42.7812538146973,-41.2083358764648,-44.8854179382324,-50.6875038146973,-49.2083358764648,-66.968755086263,3.93278943782375,4.20284884488661,4.0352812300707,-87.6875076293945,-66.8875732421875,509881736_48
Glutamatergic,Glutamatergic,positive,spiny,L6b,-41.96339416503906,82.26786041259766,29.465179443359375,82.17142486572266,-61.95000076293945,62.875,272.18427876501636,-14.885714530944824,-104.7913193329292,2.338392972946167,-53.563392639160156,78.19285583496094,0.0008241428571428701,2.5966093385380153,0.2125,-54.21875,-50.5416692097982,-57.8125006357829,274.895488,0.0313350000000001,30.46875,41.0520833333333,33.8229173024495,192.187502980232,0.222719267010689,3.066236672,17.0229095005767,50.0,54.875,91.6666666666667,-41.40625,-38.3437512715658,-45.2552089691162,-65.0000076293945,-61.6458346048991,-78.6354179382324,2.76444245440224,2.97347353842339,2.77571540345226,-97.875,-78.7448654174805,322274121_41
Glutamatergic,Glutamatergic,positive,spiny,L6a,-40.440887451171875,206.5105438232422,32.942771911621094,205.875,-51.21649169921875,162.38705444335938,307.8229305059808,-5.770707607269287,-45.20091831497801,15.733810424804688,-46.880645751953125,188.3463897705078,0.0013684337349397673,6.889694221071988,0.191269851801531,-48.4687538146973,-48.0104179382324,-52.3177089691162,151.449984,0.0640000000000001,38.375,39.5520871480306,37.161460240682,156.874880194664,0.0137283848598599,1.091937024,17.0189741069645,110.0,84.2916666666667,530.0,-42.7187538146973,-43.4270858764648,-48.1822935740153,-53.0625038146973,-54.8541679382324,-68.0208346048991,6.09655607293524,5.67460593841598,5.18909898526336,-83.4687576293945,-67.0353393554688,510106222_55
Pvalb+,GABAergic,positive,aspiny,L2/L3,-34.224998474121094,502.9954528808594,26.121591567993164,503.3681945800781,-51.22073745727539,401.7090759277344,289.64553100083526,-2.781534194946289,-75.15905046630165,-2.7417614459991455,-47.13920593261719,491.7909240722656,0.0008410909090907188,3.8882498455179757,0.198742603550296,-50.2812538146973,-52.4531288146973,-56.0468775431315,148.537024,0.09524,27.71875,31.2500019073486,32.9791679382324,89.4532203674316,0.0332145355641842,1.343167872,52.4510599638527,290.0,235.499992370605,979.999938964844,-33.03125,-35.2343769073486,-41.614585240682,-53.03125,-56.8125019073486,-79.0937525431315,3.73748960771629,4.14272715529064,2.63723071669715,-88.15625,-78.7467041015625,586073346_75
