dendrite_type,layer,stimulus_to_peak_t,threshold_v,peak_v,trough_v,upstroke,upstroke_v,downstroke,downstroke_v,fast_trough_v,width,upstroke_downstroke_ratio,file_name
spiny,L3,0.00338,-44.937503814697266,41.593753814697266,-70.28125,452.5242773121509,-3.531250238418579,-104.9153096072645,-16.4375,-52.281253814697266,0.0007800000000000029,4.31323396943793,539561039_19
spiny,L3,0.00358,-47.3125,46.25,-74.15625762939453,378.06663371767445,-2.5625,-94.48437564864876,-15.468750953674316,-50.09375,0.0008999999999999009,4.001366692875863,531517778_31
spiny,L5,0.00328,-47.656253814697266,45.875,-69.62500762939453,492.0959635182796,3.625000238418579,-121.60789538651554,32.906253814697266,-54.062503814697266,0.0006999999999999229,4.046579064247546,529833429_26
spiny,L3,0.00364,-50.312503814697266,50.750003814697266,-73.15625,378.9557633489262,6.656250476837158,-75.07910625699088,37.3125,-53.000003814697266,0.0011600000000000499,5.047419744872633,539542640_33
spiny,L4,0.00354,-49.093753814697266,40.875003814697266,-71.34375,351.1519935299143,11.125,-120.63446908829197,25.156251907348633,-49.593753814697266,0.0006800000000000139,2.9108761051777607,541540615_12
spiny,L3,0.00374,-50.468753814697266,47.656253814697266,-71.09375,412.36503394907265,6.78125,-116.22243153474722,-13.625000953674316,-56.0625,0.0008000000000001339,3.548067515914836,529889679_13
spiny,L3,0.00348,-46.96875,44.75,-74.28125,327.06167624200305,2.8125,-100.47704451864323,-13.812500953674316,-53.6875,0.0009600000000000719,3.2550885409584045,569844159_19
spiny,L3,0.00366,-42.781253814697266,46.25,-72.25,339.90759953226234,4.125,-101.86130155787501,-5.34375,-55.093753814697266,0.0008999999999999009,3.336965013539862,505690787_22
spiny,L5,0.00388,-49.28125,33.8125,-69.81250762939453,252.47593458693294,-2.718750238418579,-74.9863417440361,-13.250000953674316,-56.375003814697266,0.0010799999999999699,3.3669589516548615,528636794_12
spiny,L2,0.00362,-50.687503814697266,49.625,-77.1875,379.49811144176505,6.656250476837158,-104.86018197855311,-19.156251907348633,-58.281253814697266,0.0009000000000001229,3.6190869048785665,576107598_16
spiny,L3,0.00342,-39.5,36.46875,-73.90625,331.2435027788993,-6.656250476837158,-113.61360077052298,-13.687500953674316,-50.031253814697266,0.0007800000000000029,2.9155268430224806,517689107_26
spiny,L3,0.00352,-48.03125,49.406253814697266,-71.21875,369.4977141107387,14.031250953674316,-102.17073298678206,-15.53125,-49.812503814697266,0.0008200000000000429,3.6164731651532835,545612828_36
spiny,L4,0.0037,-44.65625,44.4375,-67.28125,414.69375486482073,0.4375,-128.9565654656709,26.968751907348633,-54.625,0.0006800000000000139,3.2157630235213963,527952884_16
spiny,L5,0.00278,-43.15625,48.0,-69.75,492.002745238715,4.500000476837158,-135.29862078976132,16.4375,-53.875003814697266,0.0006399999999999739,3.6364209950316595,488701127_11
aspiny,L5,0.00294,-50.125003814697266,30.062501907348633,-68.5625,552.7746611043149,-16.34375,-302.0588601425403,2.65625,-66.0625,0.00035999999999991594,1.83002299897266,561469082_13
spiny,L4,0.0038,-46.4375,44.156253814697266,-67.71875,361.1026751849718,0.25,-121.4831293024253,20.031251907348633,-56.0,0.0007200000000000539,2.9724512140778607,601958555_19
